show_id,title,director,cast,country,date_added,release_year
s6436,Cave,Henrik Martin Dahlsbakken,"Heidi Toini, Benjamin Helstad, Mads Sjogard Pettersen, Ingar Helge Gimle",Norway,15-Jun-17,2016
s6437,Celluloid Man,Shivendra Singh Dungarpur,P.K. Nair,India,1-Apr-17,2012
s6438,Center Stage,Nicholas Hytner,"Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik",United States,1-Jan-20,2000
s6439,Chaar Sahibzaade,Harry Baweja,Om Puri,India,1-Nov-18,2014
s6440,Chal Dhar Pakad,Aatmaram Dharne,Nagesh Bhonsle,India,15-Mar-18,2010
s6441,Chal Mere Bhai,David Dhawan,"Sanjay Dutt, Salman Khan, Karisma Kapoor, Dalip Tahil, Sushma Seth, Shakti Kapoor, Nagma, Sonali Bendre, Twinkle Khanna, Ravi Baswani",India,31-Dec-19,2000
s6442,Chalay Thay Saath,Umer Adil,"Syra Shehroz, Kent S. Leung, Osama Tahir, Mansha Pasha, Zhalay Sharhadi, Faris Khalid, Behroze Sabzwari, Shamim Hilaly",Pakistan,15-May-18,2017
s6443,Chandani: The Daughter of the Elephant Whisperer,Arne Birkenstock,K.G. Chandani Renuka Ratnayake,"Germany, Sri Lanka",1-Mar-17,2010
s6444,Change in the Air,Dianne Dreyer,"Mary Beth Hurt, Rachel Brosnahan, Aidan Quinn, Olympia Dukakis, M. Emmet Walsh, Peter Gerety, Macy Gray, Satya Bhabha",United States,1-Mar-20,2018
s6445,Chaotic Love Poems,Garin Nugroho,"Chicco Jerikho, Pevita Pearce",Indonesia,5-Jan-19,2016
s6446,Chappaquiddick,John Curran,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore","United States, Sweden",1-Oct-18,2017
s6447,Charlie and the Chocolate Factory,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz","United Kingdom, United States",1-Jan-20,2005
s6448,Charlie's Angels: Full Throttle,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",United States,1-Oct-19,2003
s6449,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden",United States,23-Nov-19,1973
s6450,Chashme Buddoor,David Dhawan,"Ali Zafar, Siddharth, Divyendu Sharma, Tapsee Pannu, Rishi Kapoor, Anupam Kher, Bharati Achrekar, Varun Dhawan, Lillete Dubey, Ayaz Khan, Ashish Verma",India,1-May-17,2013
s6451,Chasing Amy,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith",United States,1-Jan-20,1997
s6452,Chasing Monsters,,Cyril Chauquet,Canada," December 15, 2017",2016
s6453,Chasing the Dragon,"Wong Jing, Jason Kwan","Donnie Yen, Andy Lau, Philip Keung, Kent Cheng, Wilfred Lau, Ken Tong, Yu Kang","Hong Kong, China",19-Apr-18,2017
s6454,Chasing Trane,John Scheinfeld,"Denzel Washington, Bill Clinton, Ravi Coltrane, Common, Benny Golson, Jimmy Heath, Wynton Marsalis, Sonny Rollins, Carlos Santana, Cornel West",United States,13-Nov-17,2016
s6455,Chauthi Koot,Gurvinder Singh,"Suvinder Vikky, Rajbir Kaur, Gurpreet Kaur Bhangu, Taranjit Singh, Harleen Kaur, Kanwaljeet Singh, Harnek Aulakh, Tejpal Singh, Gulshan Saggi","India, France",1-Feb-17,2015
s6456,Cheapest Weddings,,Melanie Vallejo,Australia,1-Dec-17,2016
s6457,Cheers,,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",United States," July 1, 2017",1992
s6458,Chef & My Fridge,,"Seong-joo Kim​, Jung-hwan Ahn",South Korea," August 4, 2017",2017
s6459,Chernobyl Diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",United States,1-Aug-18,2012
s6460,Chewin' the Fat,,"Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley",United Kingdom,1-Oct-16,1999
s6461,Chewing Gum,,"Michaela Coel, John Macmillan, Robert Lonsdale, Danielle Walters, Kadiff Kirwan, Susan Wokoma, Shola Adewusi, Sarah Hoare, Abby Rakic-Platt, Maggie Steed, Olisa Odele",United Kingdom," April 4, 2017",2017
s6462,Chhota Bheem Aur Kaala Yodha,"Sidheswar Shukla, Asit Mohapatra","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",,10-May-19,2018
s6463,Chhota Bheem Ka Romani Adventure,"Asit Mohapatra, Shyamal Chaulia","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",,10-May-19,2018
s6464,Chhota Bheem Ka Troll Se Takkar,"Shyamal Chaulia, Asit Mohapatra","Julie Tejwani, SABINA MALIK, Jigna Bharadhwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Disha, Rajesh Kawa, Raju",,10-May-19,2018
s6465,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das","Sonal Kaushal, Rupa Bhimani, Jigna Bharadhwaj, Sabina Malik, Julie Tejwani, Rajesh Kava, Vaibhav Thakkar, Samriddhi Shuklaa, Aditya Raj Sharma, Vinod Kulkarni",India,15-Aug-19,2019
s6466,Chicken Kokkachi,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",India,1-Jul-18,2017
s6467,Chicken Little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",United States,16-Mar-16,2005
s6468,Chief Daddy,Niyi Akinmolayan,"Taiwo Obileye, Joke Silva, Falz The Bahd Guy, Dakore Akande, Funke Akindele, Zainab Balogun, Shaffy Bello, Ini Edo, Linda Ihuoma-Suleiman, Mawuli Gavor, Richard Mofe-Damijo, Rachael Oniga, Nkem Owoh, Patience Ozokwor",Nigeria,15-Mar-19,2018
s6469,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",United States,31-Dec-19,1988
s6470,Chill with Bob Ross,,Bob Ross,,1-Dec-16,1994
s6471,China Salesman,Tan Bing,"Li Dong Xue, Mike Tyson, Steven Seagal, Janicke Askevold, Li Ai, Eriq Ebouaney, Clovis Fouin, Wang Zijian",China,24-Sep-18,2017
s6472,Chingo Bling: They Can't Deport Us All,Luis Lopez,Chingo Bling,,1-Jun-17,2017
s6473,Chittagong,Bedabrata Pain,"Manoj Bajpayee, Barry John, Delzad Hiwale, Vega Tamotia, Nawazuddin Siddiqui, Rajkummar Rao, Jaideep Ahlawat, Vijay Varma, Dibyendu Bhattacharya","United States, India, Bangladesh",1-Jan-18,2012
s6474,Chitty Chitty Bang Bang,Ken Hughes,"Dick Van Dyke, Sally Ann Howes, Lionel Jeffries, Gert Fröbe, Anna Quayle, Benny Hill, James Robertson Justice, Robert Helpmann, Heather Ripley, Adrian Hall, Barbara Windsor, Davy Kaye, Alexander Doré, Bernard Spear, Stanley Unwin","United Kingdom, United States",1-Jan-20,1968
s6475,Chloe,Atom Egoyan,"Julianne Moore, Liam Neeson, Amanda Seyfried, Max Thieriot, R.H. Thomson, Nina Dobrev, Laura de Carteret, Mishu Vellani","United States, Canada, France",1-Jan-20,2009
s6476,Chris Brown: Welcome to My Life,Andrew Sandler,Chris Brown,United States,7-Oct-17,2017
s6477,Christian Mingle,Corbin Bernsen,"Lacey Chabert, Jonathan Patrick Moore, Saidah Arrika Ekulona, Stephen Tobolowsky, John O'Hurley, David Keith, Morgan Fairchild, Corbin Bernsen",United States,6-Jun-19,2014
s6478,Christiane Amanpour: Sex & Love Around the World,,,United States,30-Sep-18,2018
s6479,Christmas Crush,Marita Grabiak,"Rachel Boston, Jonathan Bennett, Jon Prescott, Sunny Mabrey, Julia Voth, Elizabeth Lauren Hoffman, Eileen April Boylan, Josh Crotty","Canada, United States",4-Nov-19,2012
s6480,Christmas in the Smokies,Gary Wheeler,"Sarah Lancaster, Barry Corbin, Alan Powell, Jill Wagner, Danny Vinson, Gregory Alan Williams, Rebecca Koon, Brett Rice",United States,1-Mar-19,2015
s6481,Christmas with the Kranks,Joe Roth,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan",United States,1-Jan-19,2004
s6482,Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Jim Cummings, Brad Garrett, Nick Mohammed, Peter Capaldi",United States,5-Mar-19,2018
s6483,Chronicle of an Escape,Israel Adrián Caetano,"Rodrigo de la Serna, Pablo Echarri, Nazareno Casero, Lautaro Delgado, Matías Marmorato, Martín Urruty, César Albarracín, Guillermo Fernandez, Daniel Di Biase",Argentina,15-Jun-18,2006
s6484,Chuck Chicken,,,Malaysia,15-Nov-17,2017
s6485,Chupan Chupai,Mohsin Ali,"Ahsan Khan, Neelam Muneer, Faizan Khawaja, Ali Rizvi, Vajdaan Shah, Zayed Sheikh, Talat Hussain, Javed Sheikh",Pakistan,15-Jan-19,2017
s6486,Chupke Chupke,Hrishikesh Mukherjee,"Dharmendra, Sharmila Tagore, Amitabh Bachchan, Jaya Bhaduri, Om Prakash, Asrani, David Abraham, Usha Kiran, Lily Chakravarty, Keshto Mukherjee",India,31-Dec-19,1975
s6487,Cirque du Freak: The Vampire's Assistant,Paul Weitz,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal",United States,16-Apr-18,2009
s6488,City in the Sky,,,United Kingdom,1-Oct-17,2016
s6489,City of God,"Fernando Meirelles, Katia Lund","Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Alice Braga","Brazil, France, Germany",1-Jan-20,2002
s6490,City of Tiny Lights,Pete Travis,"Riz Ahmed, Billie Piper, James Floyd, Cush Jumbo, Roshan Seth, Hannah Rae, Antonio Aakeel, George Sargeant, Alexander Siddig, Vincent Regan, Barry Aird",United Kingdom,21-Jul-17,2016
s6491,Civilizations,,,United Kingdom,1-Oct-18,2018
s6492,Clarence Clemons: Who Do I Think I Am?,Nick Mead,Clarence Clemons,United States,14-Nov-19,2019
s6493,Clash of the Titans,Louis Leterrier,"Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng, Gemma Arterton, Alexa Davalos, Tine Stapelfeldt, Mads Mikkelsen, Luke Evans","United States, United Kingdom, Australia",1-Aug-19,2010
s6494,Class of '61,Gregory Hoblit,"Christien Anholt, Andre Braugher, Dan Futterman, Josh Lucas, Clive Owen, Sophie Ward, Sue-Ann Leeds, Laura Linney",United States,1-Apr-18,1993
s6495,Class Rank,Eric Stoltz,"Olivia Holt, Skyler Gisondo, Kristin Chenoweth, Bruce Dern, Nick Krause, Kathleen Chalfant, Peter Maloney, Rod McLachlan, Hawn Tran, Danni Wang",United States,18-Sep-18,2018
s6496,Classic Legends,,Javed Akhtar,India,15-May-17,2012
s6497,Cleopatra Jones,Jack Starrett,"Tamara Dobson, Bernie Casey, BrendaSykes, Esther Rolle, Shelley Winters",United States,1-Nov-19,1973
s6498,Click,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge",United States,1-Jan-20,2006
s6499,Click for Murder,,Donal MacIntyre,United Kingdom,17-Sep-17,2017
s6500,Clive Davis: The Soundtrack of Our Lives,Chris Perkel,Clive Davis,United States,17-Sep-19,2017
s6501,Closed Circuit,John Crowley,"Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell","United Kingdom, United States",16-Oct-17,2013
s6502,Cloud Atlas,"Lilly Wachowski, Lana Wachowski, Tom Tykwer","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving, Jim Sturgess, Doona Bae, Ben Whishaw, Keith David, James D'Arcy, Zhou Xun","Germany, United States, Hong Kong, Singapore",1-Aug-17,2012
s6503,Clouds of Sils Maria,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet","France, Germany, Switzerland",12-Feb-17,2014
s6504,Cloverfield,Matt Reeves,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman",United States,1-Jan-20,2008
s6505,Club Friday The Series 6,,"Puttichai Kasetsin, Kongtoranin Lalana, Preechaya Pongthananikorn",,9-Mar-19,2015
s6506,Club Friday The Series 7,,"Sornram Tappituk, Amy Amika Klinprathum, Tanya Liyah, Shaun Jindachote, Four Sakolrat Wornurai, Toomtam Yuthana Puengklarng, Monchanok Saengchaipiangpen, Nat Myria Benedetti, Oil Thana Suttikamul, View Wannarot Sontichai, Pimthong Washirakom",,18-Jun-18,2016
s6507,Club Friday The Series 8,,"Chutavuth Pattarakampol, Focus Jirakul, Sattaphong Phiangphor, Toni Rakkaen, Paula Taylor, Virithipa Phakdeeprasong, Pakkaramai Potranan",,2-Feb-19,2017
s6508,Club Friday To Be Continued - Friend & Enemy,,"Wanida Termthanaporn, Apinya Sakuljaroensuk, Golf Pichaya Nitipaisankul, Thassapak Hsu",,20-Apr-18,2016
s6509,Club Friday To Be Continued - My Beautiful Tomboy,,"Puttichai Kasetsin, Lalana Kongtoranin",,13-Apr-18,2016
s6510,Club Friday To Be Continued - The Promise,,"Jirayu La-ongmanee, Focus Jirakul",,20-Apr-18,2016
s6511,Coach Carter,Thomas Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard, Rick Gonzalez, Nana Gbewonyo, Antwon Tanner, Channing Tatum, Ashanti, Texas Battle, Denise Dowse, Debbi Morgan","United States, Germany",1-Jan-20,2005
s6512,Code Name: The Cleaner,Les Mayfield,"Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton",United States,1-Nov-19,2007
s6513,Coffee with D,Vishal Mishra,"Sunil Grover, Zakir Hussain, Anjana Sukhani, Dipannita Sharma, Pankaj Tripathi, Rajesh Sharma, Vinod Ramani, Guru Singh",India,1-Nov-17,2017
s6514,Cold Case Files,,,United States,15-Sep-19,2017
s6515,Cold Case Files Classic,,Bill Kurtis,United States,15-Sep-20,1999
s6516,Colkatay Columbus,Saurav Palodhi,"Mir Afsar Ali, Gaurav Chakrabarty, Tanusree Chakraborty, Anirban Bhattacharya, Ritabhari Chakraborty, Suchandra Vaaniya, Arijit Dutt",India,30-Mar-17,2016
s6517,Colonia,Florian Gallenberger,"Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey, Vicky Krieps, Jeanne Werner, Julian Ovenden, August Zirner, Martin Wuttke, Stefan Merki","Germany, France, Luxembourg, United Kingdom, United States",14-Jul-18,2015
s6518,Colours of Passion,Ketan Mehta,"Randeep Hooda, Nandana Sen, Jim Boeven, Paresh Rawal, Tom Alter, Vikram Gokhale, Vipin Sharma, Gaurav Dwivedi",India,25-May-18,2008
s6519,Come and Find Me,Zack Whedon,"Aaron Paul, Annabelle Wallis, Garret Dillahunt, Chris Chalk, Zachary Knighton, Enver Gjokaj, Michael Kopsa, Terry Chen","Canada, United States, United Kingdom",18-Sep-19,2016
s6520,Comedy Bang! Bang!,,"Scott Aukerman, Reggie Watts",United States," December 28, 2016",2016
s6521,Comedy High School,,"Ram Kapoor, Gopal Dutt, Paritosh Tripathi, Krishna Bhatt, Jasmeet Bhatia, Deepak Dutta, Parvati Sehgal, Surleen Kaur",,1-Jul-18,2018
s6522,Command and Control,Robert Kenner,,United States,15-May-17,2017
s6523,Company,Ram Gopal Varma,"Ajay Devgn, Vivek Oberoi, Mohanlal, Manisha Koirala, Seema Biswas, Antara Mali, Akash Khurana, Madan Joshi, Vijay Raaz, Rajpal Yadav",India,1-Mar-18,2002
s6524,Compulsion,Craig Goodwill,"Analeigh Tipton, Jakob Cedergren, Marta Gastini, Jan Bijvoet, Anita Kravos, Valentin Merlet","United Kingdom, Canada, Italy",4-Oct-18,2016
s6525,Conan Without Borders,,,United States,31-Dec-18,2018
s6526,Concrete Football,"Jesse Adang, Syrine Boulanouar",,"Czech Republic, France",1-Sep-17,2016
s6527,Concussion,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney",United States,2-Aug-18,2013
s6528,Conjuring Spirit,Van M. Pham,"Phuong Mai, Quang Su, Hoang Phuc Nguyen, Chi Pu, Tien Pham, Hoai An",Vietnam,28-Aug-18,2014
s6529,Conor McGregor: Notorious,Gavin Fitzgerald,Conor McGregor,Ireland,21-Mar-18,2017
s6530,Consequences ,Ozan Açıktan,"Nehir Erdoğan, Tardu Flordun, İlker Kaleli, Serkan Keskin, Esra Bezen Bilgin, Aytaç Uşun, Cem Özeren, Caner Arçkan",Turkey,25-Oct-19,2014
s6531,Contract,Ram Gopal Varma,"Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye",India,2-Mar-19,2008
s6532,Convict,Abdul Aziz Hashad,"Bassem Samra, Ahmad Wafiq, Ahmed Azmy, Dina Fouad, Mohamed Sharaf, Ahmed Rateb, Maha Sabry, Diaa El Merghany, Inas Ezz El Din, Said Tarabeek",,13-Jun-19,2014
s6533,Cooking on High,,"Josh Leyva, Ngaio Bealum",United States,22-Jun-18,2018
s6534,Cool Hand Luke,Stuart Rosenberg,"Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio, Robert Drivas, Strother Martin, Jo Van Fleet, Harry Dean Stanton, Dennis Hopper, Joe Don Baker, James Gammon, Wayne Rogers",United States,1-Jan-21,1967
s6535,Cop and a Half: New Recruit,Jon Rosenbaum,"Lou Diamond Phillips, Lulu Wilson, Giles Panton, Janet Kidder, Michael Coleman, Wallace Shawn, Gina Holden, Jordyn Ashley Olson, Vincent Tong, Reese Alexander",Canada,17-Aug-17,2017
s6536,Cop Watchers,Ben Steele,,,1-Aug-17,2016
s6537,Coraline,Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane",United States,16-Mar-17,2009
s6538,Counterfeiting in Suburbia,Jason Bourque,"Sarah Butler, Larissa Albuquerque, Kayla Wallace, Matthew MacCaull, James Dean, Alison Wandzura, Bruce Blain, Natalie Grace, Phillip Mitchell",Canada,1-Jul-18,2018
s6539,Court Justice,,Chris Bourke,Australia,2-Oct-19,2017
s6540,Covered: Alive in Asia,"Micah Bickham, Galley Molina",Israel Houghton,United States,31-Mar-16,2016
s6541,Crash,Paul Haggis,"Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, William Fichtner, Brendan Fraser, Terrence Howard, Ludacris, Thandie Newton, Ryan Phillippe, Larenz Tate, Nona Gaye, Michael Peña","United States, Germany",1-Oct-19,2004
s6542,CRD,Kranti Kanade,"Mrinmayee Godbole, Vinay Sharma, Saurabh Saraswat, Isha Keskar, Abhay Mahajan, Geetika Tyagi",India,29-Apr-19,2016
s6543,Crime Time,,"Augusto Madeira, Érico Brás, Gustavo Machado, Dionisio Neto, Fernanda Vianna, Georgina Castro, Leo Miranda, Marat Descartes, Mauricio Tarcinalli Barros, Sabrina Greve, Sérgio Malheiros",France,31-Jan-19,2017
s6544,"Crouching Tiger, Hidden Dragon",Ang Lee,"Chow Yun Fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Lung Hsiung, Cheng Pei-pei, Fa Zeng Li, Xian Gao, Yan Hai, De Ming Wang","Taiwan, Hong Kong, United States, China",1-Mar-19,2000
s6545,Cult of Chucky,Don Mancini,"Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn",United States,3-Oct-17,2017
s6546,Cutie and the Boxer,Zachary Heinzerling,"Noriko Shinohara, Ushio Shinohara",United States,14-Jun-18,2013
s6547,Daagdi Chaawl,Chandrakant Kanse,"Ankush Chaudhari, Makrand Deshpande, Pooja Sawant, Sanjay Khapre, Yatin Karyekar, Kamlesh Sawant, Sandeep Gaikwad, Digvijay Rohidas",India,15-Feb-18,2015
s6548,Dabbe 6: The Return,Hasan Karacadağ,"Sema Şimşek, Nilay Gök, Volkan Ünal, Fehmi Karaarslan, Elçin Atamgüç, Ömer Duran, Murat Seviş, Aybike Turan, Burak Çimen",Turkey,17-Apr-19,2015
s6549,Dad,Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty",United States,1-Apr-18,1989
s6550,Dad's Army,,"Arthur Lowe, John Le Mesurier, Clive Dunn, John Laurie, Arnold Ridley, Ian Lavender, James Beck, Bill Pertwee",United Kingdom," March 31, 2018",1977
s6551,Daddy Day Care,Steve Carr,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri",United States,1-Jan-19,2003
s6552,Daddy Issues,Amara Cash,"Madison Lawlor, Montana Manning, Andrew Pifko, Monte Markham, Kamala Jones, Jodi Carol Harrison, Seth Cassell, Ronnie Clark, Lissa Danshaw, J.J. Hawkins",United States,20-Sep-19,2019
s6553,Daemonium,Pablo Parés,"Walter Cornás, Dany Casco, Caro Angus, Rocío Rodríguez Presedo, Chucho Fernández, Amanda Nara, Maite Zumelzú",Argentina,20-Dec-16,2015
s6554,Daffedar,Johnson Esthappan,"Tini Tom, Malavikka, Sudheer Karamana, Indrans",India,1-Jul-18,2017
s6555,Dagh Ujala,Raj Amit Kumar,"Victor Banerjee, Adil Hussain, Bhanu Uday, Preeti Gupta, Bhavani Lee, Ankur Vikal, Seema Rahmani, Samrat Chakrabarti","United States, India",1-Apr-18,2015
s6556,Dallas Buyers Club,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier",United States,16-Jan-18,2013
s6557,Dance Academy,,"Xenia Goodwin, Alicia Banit, Dena Kaplan, Isabel Durant, Thom Green, Jordan Rodrigues, Thomas Lacey, Tim Pocock, Tara Morice",Australia,20-Dec-17,2013
